,target,Categories,Nfreq,Vfreq,freq,NVratio,Ncount,Nmass,Vditrans,Vtrans,Vintrans,Nmorph,MorphStatus,rel_type
15076,galumph,['verb'],0,3,3,0.25,False,False,False,False,True,1,monomorphemic,norel
15080,satisfy,['verb'],0,1016,1016,0.000983284169125,False,False,True,True,True,0,obscure,norel
15098,detonate,['verb'],0,36,36,0.027027027027,False,False,False,True,True,0,obscure,norel
15134,conspire,['verb'],0,74,74,0.0133333333333,False,False,False,False,True,0,may_include_a_root,norel
15136,judder,['verb'],0,9,9,0.1,False,False,False,False,True,0,may_include_a_root,norel
15178,entrench,['verb'],0,14,14,0.0666666666667,False,False,False,False,True,1,complex,norel
15194,remember,['verb'],0,6538,6538,0.000152928582352,False,False,False,True,True,0,obscure,norel
15199,offend,['verb'],0,310,310,0.0032154340836,False,False,False,True,True,0,may_include_a_root,norel
15221,suffocate,['verb'],0,88,88,0.0112359550562,False,False,False,True,True,0,obscure,norel
15269,hallucinate,['verb'],0,18,18,0.0526315789474,False,False,False,False,True,0,obscure,norel
15295,subdivide,['verb'],0,31,31,0.03125,False,False,False,True,True,1,complex,norel
15332,rationalize,['verb'],0,81,81,0.0121951219512,False,False,False,True,True,1,complex,norel
15383,boggle,['verb'],0,16,16,0.0588235294118,False,False,False,False,True,1,monomorphemic,norel
15387,gnaw,['verb'],0,79,79,0.0125,False,False,False,True,True,1,monomorphemic,norel
15571,conclude,['verb'],0,763,763,0.00130890052356,False,False,False,True,True,0,may_include_a_root,norel
15581,hover,['verb'],0,214,214,0.0046511627907,False,False,False,False,True,0,may_include_a_root,norel
15778,solicit,['verb'],0,46,46,0.0212765957447,False,False,False,True,True,1,monomorphemic,norel
15799,curdle,['verb'],0,36,36,0.027027027027,False,False,False,True,True,1,monomorphemic,norel
15805,skim,['verb'],0,137,137,0.00724637681159,False,False,False,True,True,1,monomorphemic,norel
15817,sentimentalize,['verb'],0,16,16,0.0588235294118,False,False,False,True,True,1,complex,norel
15879,erode,['verb'],0,158,158,0.0062893081761,False,False,False,True,True,0,obscure,norel
15943,genuflect,['verb'],0,12,12,0.0769230769231,False,False,False,False,True,0,may_include_a_root,norel
16009,dunk,['verb'],0,14,14,0.0666666666667,False,False,False,True,True,1,monomorphemic,norel
16083,kindle,['verb'],0,41,41,0.0238095238095,False,False,False,True,True,1,monomorphemic,norel
16184,backtrack,['verb'],0,13,13,0.0714285714286,False,False,False,False,True,1,complex,norel
16204,philander,['verb'],0,2,2,0.333333333333,False,False,False,False,True,0,may_include_a_root,norel
16220,wed,['verb'],0,14,14,0.0666666666667,False,False,False,True,True,1,monomorphemic,norel
16285,belong,['verb'],0,1483,1483,0.000673854447439,False,False,False,False,True,0,obscure,norel
16354,rusticate,['verb'],0,10,10,0.0909090909091,False,False,False,True,True,1,complex,norel
16423,ensue,['verb'],0,135,135,0.00735294117647,False,False,False,False,True,0,obscure,norel
16463,seethe,['verb'],0,86,86,0.0114942528736,False,False,False,True,True,1,monomorphemic,norel
16631,hesitate,['verb'],0,540,540,0.00184842883549,False,False,False,False,True,0,obscure,norel
16716,soften,['verb'],0,171,171,0.00581395348837,False,False,False,True,True,1,complex,norel
16776,circulate,['verb'],0,218,218,0.00456621004566,False,False,False,True,True,0,obscure,norel
16792,beg,['verb'],0,546,546,0.0018281535649,False,False,False,True,True,1,monomorphemic,norel
16835,disgorge,['verb'],0,20,20,0.047619047619,False,False,False,True,True,1,complex,norel
16846,gallivant,['verb'],0,4,4,0.2,False,False,False,False,True,0,may_include_a_root,norel
16881,compute,['verb'],0,118,118,0.00840336134454,False,False,False,True,True,0,may_include_a_root,norel
16897,preach,['verb'],0,232,232,0.00429184549356,False,False,True,True,True,1,monomorphemic,norel
16943,propagandize,['verb'],0,10,10,0.0909090909091,False,False,False,True,True,1,complex,norel
16952,cohere,['verb'],0,5,5,0.166666666667,False,False,False,False,True,0,obscure,norel
16958,disintegrate,['verb'],0,141,141,0.00704225352113,False,False,False,True,True,1,complex,norel
16985,oversee,['verb'],0,44,44,0.0222222222222,False,False,False,True,True,1,complex,norel
17099,disentangle,['verb'],0,25,25,0.0384615384615,False,False,False,True,True,1,complex,norel
17138,rejoice,['verb'],0,105,105,0.00943396226415,False,False,False,True,True,0,may_include_a_root,norel
17216,undulate,['verb'],0,50,50,0.0196078431373,False,False,False,False,True,0,obscure,norel
17224,intermingle,['verb'],0,23,23,0.0416666666667,False,False,False,False,True,1,complex,norel
17225,loll,['verb'],0,90,90,0.010989010989,False,False,False,True,True,1,monomorphemic,norel
17277,rekindle,['verb'],0,22,22,0.0434782608696,False,False,False,True,True,1,complex,norel
17297,interpret,['verb'],0,459,459,0.00217391304348,False,False,False,True,True,0,obscure,norel
17328,tell,['verb'],0,19040,19040,5.25182500919e-05,False,False,True,True,True,1,monomorphemic,norel
17334,moulder,['verb'],0,14,14,0.0666666666667,False,False,False,False,True,1,complex,norel
17367,freshen,['verb'],0,21,21,0.0454545454545,False,False,False,False,True,1,complex,norel
17376,corrugate,['verb'],0,50,50,0.0196078431373,False,False,False,True,True,0,obscure,norel
17427,indulge,['verb'],0,292,292,0.00341296928328,False,False,False,True,True,1,monomorphemic,norel
17440,namedrop,['verb'],0,1,1,0.5,False,False,False,False,True,1,complex,norel
17487,lour,['verb'],0,28,28,0.0344827586207,False,False,False,False,True,1,monomorphemic,norel
17518,veer,['verb'],0,57,57,0.0172413793103,False,False,False,True,True,1,monomorphemic,norel
17533,mutate,['verb'],0,13,13,0.0714285714286,False,False,False,True,True,0,obscure,norel
17593,digress,['verb'],0,17,17,0.0555555555556,False,False,False,False,True,0,may_include_a_root,norel
17614,capitulate,['verb'],0,32,32,0.030303030303,False,False,False,False,True,0,obscure,norel
17624,integrate,['verb'],0,310,310,0.0032154340836,False,False,False,True,True,1,complex,norel
17633,meditate,['verb'],0,60,60,0.016393442623,False,False,False,True,True,0,obscure,norel
17666,scram,['verb'],0,9,9,0.1,False,False,False,False,True,1,monomorphemic,norel
17793,colonize,['verb'],0,96,96,0.0103092783505,False,False,False,True,True,1,complex,norel
17813,rotate,['verb'],0,198,198,0.00502512562814,False,False,False,True,True,0,obscure,norel
17969,derail,['verb'],0,10,10,0.0909090909091,False,False,False,True,True,1,complex,norel
18034,slake,['verb'],0,12,12,0.0769230769231,False,False,False,True,True,1,monomorphemic,norel
18058,oversimplify,['verb'],0,37,37,0.0263157894737,False,False,False,True,True,1,complex,norel
18119,normalize,['verb'],0,3,3,0.25,False,False,False,True,True,1,complex,norel
18148,grow,['verb'],0,6112,6112,0.000163585800752,False,False,False,True,True,1,monomorphemic,norel
18154,perambulate,['verb'],0,6,6,0.142857142857,False,False,False,True,True,0,obscure,norel
18191,shatter,['verb'],0,350,350,0.002849002849,False,False,False,True,True,0,obscure,norel
18252,disburse,['verb'],0,15,15,0.0625,False,False,False,True,True,0,obscure,norel
18427,steepen,['verb'],0,7,7,0.125,False,False,False,True,True,1,complex,norel
18429,cancel,['verb'],0,290,290,0.00343642611684,False,False,False,True,True,1,monomorphemic,norel
18651,organize,['verb'],0,1118,1118,0.000893655049151,False,False,False,True,True,0,obscure,norel
18694,democratize,['verb'],0,16,16,0.0588235294118,False,False,False,True,True,1,complex,norel
18698,revolve,['verb'],0,123,123,0.00806451612903,False,False,False,True,True,0,may_include_a_root,norel
18772,verbalize,['verb'],0,15,15,0.0625,False,False,False,True,True,1,complex,norel
18825,crepitate,['verb'],0,1,1,0.5,False,False,False,False,True,0,obscure,norel
18855,interbreed,['verb'],0,6,6,0.142857142857,False,False,False,True,True,1,complex,norel
18871,blacken,['verb'],0,91,91,0.0108695652174,False,False,False,True,True,1,complex,norel
18872,interpose,['verb'],0,21,21,0.0454545454545,False,False,False,True,True,1,complex,norel
18889,evanesce,['verb'],0,1,1,0.5,False,False,False,False,True,0,obscure,norel
19022,plead,['verb'],0,338,338,0.00294985250737,False,False,False,True,True,1,monomorphemic,norel
19122,abrade,['verb'],0,5,5,0.166666666667,False,False,False,True,True,0,may_include_a_root,norel
19144,dwindle,['verb'],0,163,163,0.00609756097561,False,False,False,False,True,1,monomorphemic,norel
19159,create,['verb'],0,2870,2870,0.000348310693138,False,False,False,True,True,1,monomorphemic,norel
19164,temporize,['verb'],0,9,9,0.1,False,False,False,False,True,1,monomorphemic,norel
19175,understand,['verb'],0,5220,5220,0.000191534188853,False,False,False,True,True,0,obscure,norel
19227,rearm,['verb'],0,13,13,0.0714285714286,False,False,False,True,True,1,complex,norel
19274,reconnoitre,['verb'],0,23,23,0.0416666666667,False,False,False,True,True,0,obscure,norel
19275,militarize,['verb'],0,5,5,0.166666666667,False,False,False,True,True,1,complex,norel
19308,invade,['verb'],0,277,277,0.00359712230216,False,False,False,True,True,0,may_include_a_root,norel
19389,excrete,['verb'],0,19,19,0.05,False,False,False,True,True,0,may_include_a_root,norel
19433,adjoin,['verb'],0,42,42,0.0232558139535,False,False,False,True,True,1,complex,norel
19461,mobilize,['verb'],0,155,155,0.00641025641026,False,False,False,True,True,1,complex,norel
19530,coruscate,['verb'],0,2,2,0.333333333333,False,False,False,False,True,0,obscure,norel
19587,ignite,['verb'],0,36,36,0.027027027027,False,False,False,True,True,1,monomorphemic,norel
19635,defend,['verb'],0,839,839,0.00119047619048,False,False,False,True,True,0,obscure,norel
19662,bleed,['verb'],0,432,432,0.00230946882217,False,False,False,True,True,1,monomorphemic,norel
19705,writhe,['verb'],0,130,130,0.00763358778626,False,False,False,False,True,1,monomorphemic,norel
19738,waken,['verb'],0,42,42,0.0232558139535,False,False,False,True,True,1,complex,norel
19774,ossify,['verb'],0,16,16,0.0588235294118,False,False,False,True,True,0,obscure,norel
19795,conform,['verb'],0,210,210,0.00473933649289,False,False,False,False,True,1,complex,norel
19883,permeate,['verb'],0,53,53,0.0185185185185,False,False,False,True,True,0,obscure,norel
19945,ravel,['verb'],0,33,33,0.0294117647059,False,False,False,True,True,1,monomorphemic,norel
19948,miscalculate,['verb'],0,5,5,0.166666666667,False,False,False,True,True,1,complex,norel
20006,preen,['verb'],0,34,34,0.0285714285714,False,False,False,True,True,1,monomorphemic,norel
20076,redden,['verb'],0,43,43,0.0227272727273,False,False,False,True,True,1,complex,norel
20131,rankle,['verb'],0,18,18,0.0526315789474,False,False,False,False,True,1,monomorphemic,norel
20157,sculpt,['verb'],0,21,21,0.0454545454545,False,False,False,True,True,1,monomorphemic,norel
20228,breathe,['verb'],0,791,791,0.00126262626263,False,False,False,True,True,1,zero_derivation,norel
20234,masticate,['verb'],0,8,8,0.111111111111,False,False,False,True,True,0,obscure,norel
20258,loosen,['verb'],0,163,163,0.00609756097561,False,False,False,True,True,1,complex,norel
20267,collude,['verb'],0,11,11,0.0833333333333,False,False,False,True,True,0,may_include_a_root,norel
20299,arbitrate,['verb'],0,5,5,0.166666666667,False,False,False,True,True,0,obscure,norel
20301,enter,['verb'],0,2309,2309,0.0004329004329,False,False,False,True,True,0,may_include_a_root,norel
20320,comprehend,['verb'],0,137,137,0.00724637681159,False,False,False,True,True,0,may_include_a_root,norel
20323,fade,['verb'],0,643,643,0.00155279503106,False,False,False,True,True,1,monomorphemic,norel
20485,reorganize,['verb'],0,61,61,0.0161290322581,False,False,False,True,True,1,complex,norel
20561,improve,['verb'],0,1685,1685,0.000593119810202,False,False,False,True,True,0,may_include_a_root,norel
20574,disengage,['verb'],0,33,33,0.0294117647059,False,False,False,True,True,1,complex,norel
20614,lessen,['verb'],0,141,141,0.00704225352113,False,False,False,True,True,1,complex,norel
20772,emigrate,['verb'],0,55,55,0.0178571428571,False,False,False,False,True,1,complex,norel
20796,hear,['verb'],0,9053,9053,0.000110448420588,False,False,False,True,True,1,monomorphemic,norel
20841,reconsider,['verb'],0,72,72,0.013698630137,False,False,False,True,True,1,complex,norel
20890,sing,['verb'],0,1407,1407,0.000710227272727,False,False,True,True,True,1,monomorphemic,norel
20908,enthuse,['verb'],0,19,19,0.05,False,False,False,False,True,0,obscure,norel
20923,bake,['verb'],0,423,423,0.00235849056604,False,False,False,True,True,1,monomorphemic,norel
21128,impose,['verb'],0,790,790,0.00126422250316,False,False,False,True,True,0,may_include_a_root,norel
21203,pry,['verb'],0,91,91,0.0108695652174,False,False,False,False,True,1,monomorphemic,norel
21285,prevaricate,['verb'],0,10,10,0.0909090909091,False,False,False,False,True,0,obscure,norel
21347,amend,['verb'],0,83,83,0.0119047619048,False,False,False,True,True,0,obscure,norel
21382,applaud,['verb'],0,163,163,0.00609756097561,False,False,False,True,True,1,monomorphemic,norel
21418,cloy,['verb'],0,27,27,0.0357142857143,False,False,False,True,True,1,monomorphemic,norel
21474,communicate,['verb'],0,427,427,0.00233644859813,False,False,False,True,True,0,obscure,norel
21590,invest,['verb'],0,525,525,0.00190114068441,False,False,False,True,True,0,may_include_a_root,norel
21598,fizzle,['verb'],0,11,11,0.0833333333333,False,False,False,False,True,1,complex,norel
21608,follow,['verb'],0,5305,5305,0.000188465887674,False,False,False,True,True,1,monomorphemic,norel
21620,backslide,['verb'],0,11,11,0.0833333333333,False,False,False,False,True,1,complex,norel
21627,induce,['verb'],0,282,282,0.00353356890459,False,False,False,True,True,0,may_include_a_root,norel
21692,supplicate,['verb'],0,3,3,0.25,False,False,False,True,True,0,obscure,norel
21750,arise,['verb'],0,1088,1088,0.000918273645546,False,False,False,False,True,1,complex,norel
21768,capitalize,['verb'],0,60,60,0.016393442623,False,False,False,True,True,2,complex,norel
21785,unite,['verb'],0,150,150,0.00662251655629,False,False,False,True,True,0,obscure,norel
21804,alter,['verb'],0,705,705,0.0014164305949,False,False,False,True,True,1,monomorphemic,norel
21831,recapitulate,['verb'],0,11,11,0.0833333333333,False,False,False,True,True,1,complex,norel
21919,strengthen,['verb'],0,511,511,0.001953125,False,False,False,True,True,1,complex,norel
21935,eff,['verb'],0,10,10,0.0909090909091,False,False,False,False,True,1,monomorphemic,norel
21987,oscillate,['verb'],0,36,36,0.027027027027,False,False,False,True,True,0,obscure,norel
22017,signify,['verb'],0,164,164,0.00606060606061,False,False,False,True,True,1,complex,norel
22037,succeed,['verb'],0,1187,1187,0.000841750841751,False,False,False,True,True,1,monomorphemic,norel
22097,corrode,['verb'],0,30,30,0.0322580645161,False,False,False,True,True,0,may_include_a_root,norel
22132,riffle,['verb'],0,20,20,0.047619047619,False,False,False,True,True,1,monomorphemic,norel
22170,moralize,['verb'],0,30,30,0.0322580645161,False,False,False,False,True,1,complex,norel
22298,sightsee,['verb'],0,8,8,0.111111111111,False,False,False,False,True,1,complex,norel
22372,relent,['verb'],0,26,26,0.037037037037,False,False,False,False,True,0,may_include_a_root,norel
22440,augment,['verb'],0,67,67,0.0147058823529,False,False,False,True,True,0,obscure,norel
22486,cheapen,['verb'],0,16,16,0.0588235294118,False,False,False,True,True,1,complex,norel
22490,retrogress,['verb'],0,1,1,0.5,False,False,False,False,True,0,may_include_a_root,norel
22535,deteriorate,['verb'],0,131,131,0.00757575757576,False,False,False,True,True,0,obscure,norel
22566,overtake,['verb'],0,156,156,0.00636942675159,False,False,False,True,True,1,complex,norel
22620,stipple,['verb'],0,9,9,0.1,False,False,False,True,True,1,monomorphemic,norel
22694,prosecute,['verb'],0,172,172,0.00578034682081,False,False,False,True,True,0,may_include_a_root,norel
22730,diverge,['verb'],0,37,37,0.0263157894737,False,False,False,False,True,0,may_include_a_root,norel
22754,dement,['verb'],0,5,5,0.166666666667,False,False,False,True,True,0,may_include_a_root,norel
22758,subscribe,['verb'],0,96,96,0.0103092783505,False,False,False,True,True,0,obscure,norel
22790,align,['verb'],0,44,44,0.0222222222222,False,False,False,True,True,0,obscure,norel
22864,presume,['verb'],0,205,205,0.00485436893204,False,False,False,True,True,0,obscure,norel
22946,solidify,['verb'],0,39,39,0.025,False,False,False,True,True,1,complex,norel
22970,demonstrate,['verb'],0,821,821,0.00121654501217,False,False,False,True,True,0,obscure,norel
23019,forgather,['verb'],0,2,2,0.333333333333,False,False,False,False,True,0,obscure,norel
23131,shelve,['verb'],0,76,76,0.012987012987,False,False,False,True,True,1,zero_derivation,norel
23132,exhale,['verb'],0,46,46,0.0212765957447,False,False,False,True,True,0,may_include_a_root,norel
23136,scavenge,['verb'],0,35,35,0.0277777777778,False,False,False,True,True,0,may_include_a_root,norel
23199,interrupt,['verb'],0,491,491,0.0020325203252,False,False,False,True,True,0,obscure,norel
23257,procreate,['verb'],0,9,9,0.1,False,False,False,True,True,1,complex,norel
23316,preponderate,['verb'],0,1,1,0.5,False,False,False,False,True,0,obscure,norel
